freq_ghz,theta_deg,rcs_db
17.333333333333336,-16.0,4.8108388341498465
17.333333333333336,-15.0,5.146554412481471
17.333333333333336,-14.0,5.4804308970919156
17.333333333333336,-13.0,5.73724383527035
17.333333333333336,-12.0,6.21959557855686
17.333333333333336,-11.0,6.713954821521913
17.333333333333336,-10.0,7.009972106501844
17.333333333333336,-9.0,7.380020867235301
17.333333333333336,-8.0,7.509661659631479
17.333333333333336,-7.0,7.79592348686274
17.333333333333336,-6.0,8.209634796441216
17.333333333333336,-5.0,8.547553632303178
17.333333333333336,-4.0,8.96281778757501
17.333333333333336,-3.0,8.986435646344237
17.333333333333336,-2.0,9.601009243349937
17.333333333333336,-1.0,9.713945404049927
17.333333333333336,0.0,9.957311893005258
17.333333333333336,1.0,10.156859908948071
17.333333333333336,2.0,10.33774112660604
17.333333333333336,3.0,10.81707285644593
17.333333333333336,4.0,10.959294535822332
17.333333333333336,5.0,11.025177829195753
17.333333333333336,6.0,11.211230649018564
17.333333333333336,7.0,11.477452086702314
17.333333333333336,8.0,11.831352844020726
17.333333333333336,9.0,11.77446898619535
17.333333333333336,10.0,11.768108018520007
17.333333333333336,11.0,11.993350413052749
17.333333333333336,12.0,12.071188053033998
17.333333333333336,13.0,11.889900980874302
17.333333333333336,14.0,12.195479875862752
17.333333333333336,15.0,12.19896113336011
17.333333333333336,16.0,12.292320387849886
17.333333333333336,17.0,12.387455545905137
17.333333333333336,18.0,12.274048508510573
17.333333333333336,19.0,12.072106782805104
17.333333333333336,20.0,11.904561750156848
17.333333333333336,21.0,12.167272132036151
17.333333333333336,22.0,11.78901635297957
17.333333333333336,23.0,11.636061741873185
17.333333333333336,24.0,11.4622724370351
17.333333333333336,25.0,11.293024157514289
17.333333333333336,26.0,11.045944925714421
17.333333333333336,27.0,10.768981893514317
17.333333333333336,28.0,10.516645859342306
17.333333333333336,29.0,10.292318641108482
17.333333333333336,30.0,9.945101434524087
17.333333333333336,31.0,9.611953027273131
17.333333333333336,32.0,9.358020521896966
17.333333333333336,33.0,8.966814209311403
17.333333333333336,34.0,8.768933772627692
17.333333333333336,35.0,7.961486181012338
17.333333333333336,36.0,7.926190290837348
17.333333333333336,37.0,7.515136511198875
17.333333333333336,38.0,6.740374950531299
17.333333333333336,39.0,6.455034692079183
17.333333333333336,40.0,5.978897161411036
17.333333333333336,41.0,5.387958511445825
17.333333333333336,42.0,4.950345365928094
17.333333333333336,43.0,4.404088351997336
17.333333333333336,44.0,4.1658786839672945
17.333333333333336,45.0,3.549128056775511
17.333333333333336,46.0,3.0379721834976716
17.333333333333336,47.0,2.42956018003484
17.333333333333336,48.0,1.6833808187986234
17.333333333333336,49.0,1.176063393287833
17.333333333333336,50.0,0.704058999270577
17.333333333333336,51.0,-0.04504974029270073
17.333333333333336,52.0,-0.4329854879125029
17.333333333333336,53.0,-1.1121676172120458
17.333333333333336,54.0,-1.7107684361276847
17.333333333333336,55.0,-2.1875344004017303
